Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Subcellular location [CC]
Q03713	reviewed	RCF1_YEAST	Respiratory supercomplex factor 1, mitochondrial (Altered inheritance of mitochondria protein 31)	RCF1 AIM31 YML030W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	159	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000255|PROSITE-ProRule:PRU00836, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00836, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}.
Q03714	reviewed	USA1_YEAST	U1 SNP1-associating protein 1	USA1 YML029W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	838	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:19898607}; Multi-pass membrane protein {ECO:0000269|PubMed:19898607}.
Q03723	reviewed	OST6_YEAST	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit OST6 (Oligosaccharyl transferase subunit OST6) (Oligosaccharyl transferase 37 kDa subunit) (OTase 37 kDa subunit)	OST6 YML019W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	332	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.
Q03750	reviewed	TAF8_YEAST	Transcription initiation factor TFIID subunit 8 (TAFII-65) (TBP-associated factor 65 kDa) (TBP-associated factor 8)	TAF8 TAF65 YML114C YM8339.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	510	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q03758	reviewed	BUL2_YEAST	Ubiquitin ligase-binding protein BUL2	BUL2 YML111W YM8339.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	920	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
Q03761	reviewed	TAF12_YEAST	Transcription initiation factor TFIID subunit 12 (TAFII-61) (TAFII61) (TAFII-68) (TAFII68) (TBP-associated factor 12) (TBP-associated factor 61 kDa)	TAF12 TAF61 TAF68 YDR145W YD8358.02	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	539	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q03768	reviewed	GIR2_YEAST	Protein GIR2 (DRG family-regulatory protein 2) (Genetically interacts with ribosomal genes protein 2)	GIR2 DFRP2 YDR152W YD8358.08	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	265	
Q03769	reviewed	ENT5_YEAST	Epsin-5	ENT5 YDR153C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	411	SUBCELLULAR LOCATION: Cytoplasm. Endosome membrane; Peripheral membrane protein. Note=Found predominantly on endosomal structures.
Q03771	reviewed	ACL4_YEAST	Assembly chaperone of RPL4	ACL4 YDR161W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	387	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:25936803}. Nucleus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:25936803}. Note=Distributed throughout the cell but is enriched in the nucleus. {ECO:0000269|PubMed:25936803}.
Q03774	reviewed	TRM82_YEAST	tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit TRM82 (Transfer RNA methyltransferase 82)	TRM82 YDR165W YD8358.19	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	444	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|HAMAP-Rule:MF_03056, ECO:0000269|PubMed:14562095}.
Q03776	reviewed	PRP42_YEAST	U1 small nuclear ribonucleoprotein component PRP42 (U1 snRNP protein PRP42) (65 kDa snRNP protein) (Pre-mRNA-processing factor 42)	PRP42 MUD16 SNU65 YDR235W YD8419.02	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	544	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q03778	reviewed	RIFK_YEAST	Riboflavin kinase (EC 2.7.1.26) (Flavin mononucleotide kinase 1)	FMN1 YDR236C YD8419.03C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	218	SUBCELLULAR LOCATION: Microsome {ECO:0000269|PubMed:10887197}. Mitochondrion inner membrane {ECO:0000269|PubMed:10887197}. Endoplasmic reticulum {ECO:0000305}. Note=90% microsomal. 10% mitochondrial. Found to be present in the inner membrane of mitochondria. The C-terminus is located in the matrix.
Q03782	reviewed	SNU56_YEAST	56 kDa U1 small nuclear ribonucleoprotein component	SNU56 MUD10 YDR240C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	492	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q03784	reviewed	TRS23_YEAST	Trafficking protein particle complex subunit 23 (TRAPP subunit 23) (Transport protein particle 23 kDa subunit)	TRS23 YDR246W YD8419.13	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	219	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network. Endoplasmic reticulum. Preautophagosomal structure.
Q03785	reviewed	VHS1_YEAST	Serine/threonine-protein kinase VHS1 (EC 2.7.11.1) (Viable in a HAL3 SIT4 background protein 1)	VHS1 YDR247W YD8419.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	461	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
Q03790	reviewed	NUP53_YEAST	Nucleoporin NUP53 (Nuclear pore protein NUP53)	NUP53 YMR153W YM8520.02	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	475	SUBCELLULAR LOCATION: Nucleus, nuclear pore complex {ECO:0000269|PubMed:10684247}. Nucleus membrane; Peripheral membrane protein; Cytoplasmic side. Nucleus membrane; Peripheral membrane protein; Nucleoplasmic side. Note=Symmetric distribution.
Q03818	reviewed	ATG16_YEAST	Autophagy protein 16 (Cytoplasm to vacuole targeting protein 11) (SAP18 homolog)	ATG16 APG15 APG16 CVT11 SAP18 YMR159C YM8520.08C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	150	SUBCELLULAR LOCATION: Preautophagosomal structure membrane {ECO:0000269|PubMed:11689437, ECO:0000269|PubMed:18077553, ECO:0000269|PubMed:20154084, ECO:0000269|PubMed:23064152}; Peripheral membrane protein {ECO:0000269|PubMed:11689437, ECO:0000269|PubMed:18077553, ECO:0000269|PubMed:20154084, ECO:0000269|PubMed:23064152}.
Q03833	reviewed	GIS1_YEAST	Transcriptional activator/repressor GIS1	GIS1 YDR096W YD8557.01	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	894	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00537, ECO:0000269|PubMed:14562095}.
Q03834	reviewed	MSH6_YEAST	DNA mismatch repair protein MSH6 (MutS protein homolog 6) (Postmeiotic segregation protein 3)	MSH6 PMS3 YDR097C YD8557.04C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1242	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q03835	reviewed	GLRX3_YEAST	Monothiol glutaredoxin-3	GRX3 YDR098C YD8557.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	250	
Q03855	reviewed	YD11B_YEAST	Transposon Ty1-DR1 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	TY1B-DR1 YDRCTy1-1 POL YDR098C-B YD8557.06c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1755	SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000250}.
Q03862	reviewed	ARX1_YEAST	Probable metalloprotease ARX1 (EC 3.-.-.-) (Associated with ribosomal export complex protein 1)	ARX1 YDR101C YD8557.10c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	593	SUBCELLULAR LOCATION: Cytoplasm. Nucleus.
Q03868	reviewed	SPO71_YEAST	Prospore membrane adapter protein SPO71 (Sporulation-specific protein 71)	SPO71 YDR104C YD8557.13c	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1245	SUBCELLULAR LOCATION: Prospore membrane {ECO:0000269|PubMed:24036347, ECO:0000305|PubMed:22611022}; Peripheral membrane protein {ECO:0000305}.
Q03897	reviewed	WDR59_YEAST	Maintenance of telomere capping protein 5 (SEH-associated protein 3)	MTC5 SEA3 YDR128W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1148	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:21454883}; Peripheral membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:21454883}.
Q03898	reviewed	FIN1_YEAST	Filament protein FIN1 (Filaments in between nuclei protein 1)	FIN1 YDR130C YD9302.05C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	291	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11929974}. Cytoplasm {ECO:0000269|PubMed:11929974}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11929974}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000269|PubMed:11929974}. Note=Nuclear during early bud formation, located at the spindle poles during late mitosis, very low abundance in resting cells.
Q03920	reviewed	MTQ2_YEAST	eRF1 methyltransferase catalytic subunit MTQ2 (eRF1 MTase catalytic subunit MTQ2) (EC 2.1.1.297) (N(5)-glutamine methyltransferase MTQ2)	MTQ2 MTC6 YDR140W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	221	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
Q03921	reviewed	DOP1_YEAST	Protein dopey	DOP1 YDR141C YD9302.17C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1698	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16219684, ECO:0000269|PubMed:16301316}; Peripheral membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16219684, ECO:0000269|PubMed:16301316}. Note=Late Golgi.
Q03940	reviewed	RUVB1_YEAST	RuvB-like protein 1 (RUVBL1) (EC 3.6.4.12) (TIP49-homology protein 1) (TIP49a homolog)	RVB1 TIH1 TIP49A YDR190C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	463	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q03941	reviewed	CAB5_YEAST	Dephospho-CoA kinase CAB5 (DPCK) (EC 2.7.1.24) (Dephosphocoenzyme A kinase)	CAB5 YDR196C YD9346.07C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	241	SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000269|PubMed:14690591}. Mitochondrion {ECO:0000269|PubMed:14690591, ECO:0000269|PubMed:16823961}. Nucleus {ECO:0000269|PubMed:14690591}. Note=Nuclear envelope. {ECO:0000269|PubMed:14690591}.
Q03944	reviewed	VPS64_YEAST	Vacuolar protein sorting-associated protein 64 (Factor arrest protein 9)	VPS64 FAR9 YDR200C YD9346.10C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	604	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}.
Q03954	reviewed	SPC19_YEAST	DASH complex subunit SPC19 (19 kDa spindle pole component protein) (Outer kinetochore protein SPC19)	SPC19 YDR201W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	165	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:14562095}. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:14562095}. Note=Associates with the mitotic spindle and the kinetochore.
Q03957	reviewed	CTK1_YEAST	CTD kinase subunit alpha (CTDK-I subunit alpha) (EC 2.7.11.23) (CTD kinase 58 kDa subunit) (CTD kinase subunit 1)	CTK1 YKL139W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	528	SUBCELLULAR LOCATION: Nucleus, nucleolus. Cytoplasm.
Q03973	reviewed	HMO1_YEAST	High mobility group protein 1 (High spontaneous mutagenesis protein 2)	HMO1 HSM2 YDR174W YD9395.07	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	246	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12374750, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:8969238}. Note=Colocalizes with FOB1.
Q04002	reviewed	SCC2_YEAST	Sister chromatid cohesion protein 2	SCC2 YDR180W YD9395.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1493	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10882066, ECO:0000269|PubMed:25173104, ECO:0000269|PubMed:26038942}. Chromosome, centromere {ECO:0000269|PubMed:26038942}. Note=Associates with chromatin. {ECO:0000269|PubMed:10882066, ECO:0000269|PubMed:25173104, ECO:0000269|PubMed:26038942}.
Q04003	reviewed	SAS4_YEAST	Something about silencing protein 4	SAS4 YDR181C YD9395.15C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	481	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11731480}.
Q04013	reviewed	YHM2_YEAST	Citrate/oxoglutarate carrier protein (Coc1p) (Mitochondrial DNA replication protein YHM2)	YHM2 YMR241W YM9408.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	314	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:20371607, ECO:0000269|PubMed:9742088}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:20371607, ECO:0000269|PubMed:9742088}. Mitochondrion matrix, mitochondrion nucleoid {ECO:0000269|PubMed:9742088}.
Q04048	reviewed	SYF1_YEAST	Pre-mRNA-splicing factor SYF1 (PRP19-associated complex protein 90) (Synthetic lethal with CDC40 protein 1)	SYF1 NTC90 YDR416W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	859	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q04049	reviewed	POLH_YEAST	DNA polymerase eta (EC 2.7.7.7) (Radiation-sensitive protein 30)	RAD30 DBH1 YDR419W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	632	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
Q04053	reviewed	SNX41_YEAST	Sorting nexin-41	SNX41 YDR425W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	625	SUBCELLULAR LOCATION: Prevacuolar compartment {ECO:0000269|PubMed:14562095}. Endosome {ECO:0000269|PubMed:14562095}. Endosome membrane {ECO:0000269|PubMed:14562095}; Peripheral membrane protein {ECO:0000269|PubMed:14562095}; Cytoplasmic side {ECO:0000269|PubMed:14562095}. Note=Perivacuolar punctate structures and endosome.
Q04062	reviewed	RPN9_YEAST	26S proteasome regulatory subunit RPN9 (Proteasome non-ATPase subunit 7)	RPN9 NAS7 YDR427W D9461.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	393	
Q04067	reviewed	EIF3G_YEAST	Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Translation initiation factor eIF3 p33 subunit) (eIF3 p33)	TIF35 YDR429C D9461.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	274	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03006, ECO:0000269|PubMed:14562095}.
Q04080	reviewed	GPI17_YEAST	GPI transamidase component GPI17	GPI17 YDR434W D9461.20	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	534	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q04082	reviewed	GPI19_YEAST	Phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI19 (GPI-GlcNAc transferase complex subunit GPI19) (GPI-GnT subunit GPI19) (EC 2.4.1.198)	GPI19 YDR437W D9461.23	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	140	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q04087	reviewed	LRS4_YEAST	Monopolin complex subunit LRS4 (Loss of rDNA silencing protein 4)	LRS4 YDR439W D9461.25	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	347	SUBCELLULAR LOCATION: Nucleus, nucleolus. Chromosome, centromere. Note=Transiently released from the nucleolus and localized to the centromere regions during late pachytene. This relocation is CDC5 dependent.
Q04089	reviewed	DOT1_YEAST	Histone-lysine N-methyltransferase, H3 lysine-79 specific (EC 2.1.1.360) (Disrupter of telomere silencing protein 1) (Histone H3-K79 methyltransferase) (H3-K79-HMTase) (Lysine N-methyltransferase 4)	DOT1 KMT4 PCH1 YDR440W D9461.26	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	582	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11029058}.
Q04110	reviewed	ECM11_YEAST	Protein ECM11 (Extracellular mutant protein 11)	ECM11 YDR446W D9461.31	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	302	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11678331}.
Q04119	reviewed	PPN1_YEAST	Endopolyphosphatase (EC 3.6.1.10) (Deoxyadenosine triphosphate phosphohydrolase) (dATP phosphohydrolase) (EC 3.6.1.-) (Exopolyphosphatase) (EC 3.6.1.11) (Phosphate metabolism protein 5)	PPN1 PHM5 YDR452W D9461.37	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	674	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:11566881, ECO:0000269|PubMed:11788821, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15086787, ECO:0000269|PubMed:8900207}; Single-pass type II membrane protein {ECO:0000269|PubMed:11566881, ECO:0000269|PubMed:11788821, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15086787, ECO:0000269|PubMed:8900207}. Cytoplasm {ECO:0000269|PubMed:17009950}. Note=The cytoplasmic form appears in the cytosol during the transition of cells from stationary growth phase to new budding on glucose addition and phosphate excess. {ECO:0000269|PubMed:17009950}.
Q04120	reviewed	TSA2_YEAST	Peroxiredoxin TSA2 (Prx) (EC 1.11.1.24) (Cytoplasmic thiol peroxidase 2) (cTPx 2) (Thiol-specific antioxidant protein 2) (Thioredoxin peroxidase type Ib) (TPx type Ib) (Thioredoxin-dependent peroxiredoxin TSA2)	TSA2 YDR453C D9461.38	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	196	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10681558}.
Q04121	reviewed	NHX1_YEAST	Endosomal/prevacuolar sodium/hydrogen exchanger (Endosomal/prevacuolar Na(+)/H(+) exchanger) (Vacuolar protein sorting-associated protein 44)	NHX1 NHA2 VPL27 VPS44 YDR456W D9461.40	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	633	SUBCELLULAR LOCATION: Endosome membrane; Multi-pass membrane protein. Prevacuolar compartment membrane; Multi-pass membrane protein.
Q04149	reviewed	MUS81_YEAST	Crossover junction endonuclease MUS81 (EC 3.1.22.-) (MMS and UV-sensitive protein 81)	MUS81 SLX3 YDR386W D9509.6	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	632	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14642571}.
Q04175	reviewed	SXM1_YEAST	Importin beta SMX1 (Suppressor of mRNA export mutant protein 1) (karyopherin-108)	SXM1 KAP108 YDR395W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	944	SUBCELLULAR LOCATION: Cytoplasm. Nucleus, nuclear pore complex.
Q04177	reviewed	UTP5_YEAST	U3 small nucleolar RNA-associated protein 5 (U3 snoRNA-associated protein 5) (U three protein 5) (U3 protein 5 required for transcription) (t-UTP5)	UTP5 YDR398W D9509.17	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	643	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12068309, ECO:0000269|PubMed:15489292}. Note=Associated with ribosomal chromatin, even in the absence of transcription.
Q04178	reviewed	HPRT_YEAST	Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8) (Bypass of repression by adenine protein 6)	HPT1 BRA6 YDR399W D9509.18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	221	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
Q04179	reviewed	URH1_YEAST	Uridine nucleosidase (EC 3.2.2.3) (Uridine ribohydrolase)	URH1 YDR400W D9509.19	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	340	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.
Q04183	reviewed	TR120_YEAST	Trafficking protein particle complex II-specific subunit 120 (TRAPP II-specific subunit 120) (Transport protein particle 120 kDa subunit)	TRS120 YDR407C D9509.25 ESBP10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1289	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network {ECO:0000269|PubMed:11239471}.
Q04195	reviewed	SIZ1_YEAST	E3 SUMO-protein ligase SIZ1 (EC 2.3.2.-) (E3 SUMO-protein transferase SIZ2) (SAP and Miz-finger domain-containing protein 1) (Ubiquitin-like protein ligase 1)	SIZ1 ULL1 YDR409W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	904	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:16109721}. Nucleus {ECO:0000269|PubMed:11572779, ECO:0000269|PubMed:16109721}. Bud neck {ECO:0000269|PubMed:11572779, ECO:0000269|PubMed:11587849, ECO:0000269|PubMed:12761287, ECO:0000269|PubMed:16109721}. Note=Present at the bud neck in early M-phase. {ECO:0000269|PubMed:11587849}.
Q04199	reviewed	CAC2_YEAST	Chromatin assembly factor 1 subunit p60 (CAF-1 60 kDa subunit)	CAC2 YML102W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	468	SUBCELLULAR LOCATION: Nucleus.
Q04214	reviewed	YM13B_YEAST	Transposon Ty1-MR1 Gag-Pol polyprotein (Gag-Pol-p199) (TY1A-TY1B) (Transposon Ty1 TYA-TYB polyprotein) (p190) [Cleaved into: Capsid protein (CA) (Gag-p45) (p54); Ty1 protease (PR) (EC 3.4.23.-) (Pol-p20) (p23); Integrase (IN) (Pol-p71) (p84) (p90); Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (Pol-p63) (p60)]	TY1B-MR1 YMRCTy1-3 POL YMR045C YM9532.10C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1755	SUBCELLULAR LOCATION: Cytoplasm. Nucleus {ECO:0000250}.
Q04217	reviewed	DHR1_YEAST	Probable ATP-dependent RNA helicase DHR1 (EC 3.6.4.13) (DEAH box RNA helicase DHR1) (Extracellular mutant protein 16)	ECM16 DHR1 YMR128W YM9553.04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1267	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:10982841}.
