Entry	Entry Name	Gene Names	Subcellular location [CC]
P38800	LAM4_YEAST	LAM4 LTC3 YHR080C	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:26001273}; Single-pass membrane protein {ECO:0000255}. Note=Localizes to puncta in the cell periphery representing cortical endoplasmic reticulum (cER)-plasma membrane (PM) membrane contact sites. {ECO:0000269|PubMed:26001273}.
P38801	LRP1_YEAST	LRP1 RRP47 YC1D YHR081W	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11914276, ECO:0000269|PubMed:12972615, ECO:0000269|PubMed:15489286}.
P38803	IPI1_YEAST	IPI1 YHR085W	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15528184}.
P38805	RPF1_YEAST	RPF1 YHR088W	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:11864606, ECO:0000269|PubMed:12702244}.
P38806	YNG2_YEAST	YNG2 EAF4 NBN1 YHR090C	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10805724, ECO:0000269|PubMed:11544250, ECO:0000269|PubMed:14562095}.
P38810	SFB3_YEAST	SFB3 LST1 YHR098C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}. Endoplasmic reticulum membrane {ECO:0000250}.
P38811	TRA1_YEAST	TRA1 YHR099W	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P38815	YPT35_YEAST	YPT35 YHR105W	SUBCELLULAR LOCATION: Endosome membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:30018089}; Peripheral membrane protein {ECO:0000269|PubMed:14562095}. Vacuole membrane {ECO:0000269|PubMed:30018089}; Peripheral membrane protein {ECO:0000305}. Note=Localizes to nuclear envelope-vacuole contact sites during respiration. {ECO:0000269|PubMed:30018089}.
P38817	GGA2_YEAST	GGA2 YHR108W	SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network.
P38820	UBA4_YEAST	UBA4 NCS3 YHR111W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03049, ECO:0000269|PubMed:14562095}.
P38821	DNPEP_YEAST	APE4 YHR113W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:21343297}. Vacuole lumen {ECO:0000269|PubMed:17651441, ECO:0000269|PubMed:21343297}. Note=In growing conditions, a small portion localizes in the vacuole, but actively transported to the vacuole under nutrient starvation conditions. {ECO:0000269|PubMed:21343297}.
P38822	BZZ1_YEAST	BZZ1 LSB7 YHR114W	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, actin patch {ECO:0000269|PubMed:12391157}. Note=localizes in cortical actin patches in a LAS17-dependent manner.
P38823	DMA1_YEAST	DMA1 CHF1 YHR115C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P38825	TOM71_YEAST	TOM71 TOM72 YHR117W	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:16407407, ECO:0000269|PubMed:16689936, ECO:0000269|PubMed:8612740, ECO:0000269|PubMed:8663394}; Single-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:16407407, ECO:0000269|PubMed:16689936, ECO:0000269|PubMed:8612740, ECO:0000269|PubMed:8663394}.
P38826	ORC6_YEAST	ORC6 AAP1 YHR118C	SUBCELLULAR LOCATION: Nucleus.
P38827	SET1_YEAST	SET1 KMT2 YTX1 YHR119W	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}. Chromosome {ECO:0000305}.
P38830	NDT80_YEAST	NDT80 DAS1 YHR124W	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:11035815}.
P38836	ECM14_YEAST	ECM14 YHR132C	SUBCELLULAR LOCATION: Vacuole {ECO:0000269|PubMed:14562095}. Secreted {ECO:0000269|PubMed:33256608}.
P38838	WSS1_YEAST	WSS1 YHR134W	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:18336552}. Note=Present in a single sharp spot near the nuclear membrane, distinct from the spindle pole bodies and nucleolus. In dividing cells, the spot is exclusively present in the mother cell.
P38840	ARO9_YEAST	ARO9 YHR137W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P38843	CHS7_YEAST	CHS7 YHR142W	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:10366589}; Multi-pass membrane protein {ECO:0000269|PubMed:10366589}.
P38850	RT107_YEAST	RTT107 ESC4 YHR154W	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16569515}. Note=Recruited to chromatin in response to replication fork stalling.
P38851	LAM1_YEAST	LAM1 YSP1 YHR155W	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15657396}; Single-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:26001273}; Single-pass membrane protein {ECO:0000255}. Note=Localizes to puncta in the cell periphery representing cortical endoplasmic reticulum (cER)-plasma membrane (PM) membrane contact sites. {ECO:0000269|PubMed:26001273}.
P38853	KEL1_YEAST	KEL1 YHR158C	
P38856	AP18A_YEAST	YAP1801 YHR161C	SUBCELLULAR LOCATION: Bud {ECO:0000269|PubMed:9531549}. Bud neck {ECO:0000269|PubMed:9531549}. Cell membrane {ECO:0000269|PubMed:9531549}; Peripheral membrane protein {ECO:0000269|PubMed:9531549}; Cytoplasmic side {ECO:0000269|PubMed:9531549}. Cytoplasm {ECO:0000269|PubMed:14562095}.
P38857	MPC2_YEAST	MPC2 YHR162W	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14562095}. Mitochondrion inner membrane {ECO:0000269|PubMed:22628558}; Multi-pass membrane protein {ECO:0000255}.
P38859	DNA2_YEAST	DNA2 YHR164C	SUBCELLULAR LOCATION: Nucleus. Chromosome. Note=Recruited to double-strand. break (DSB) sites following phosphorylation at Ser-17 and Ser-237.
P38860	MTG2_YEAST	MTG2 YHR168W	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:15591131}; Peripheral membrane protein {ECO:0000269|PubMed:15591131}; Matrix side {ECO:0000269|PubMed:15591131}.
P38862	ATG7_YEAST	ATG7 APG7 CVT2 YHR171W	SUBCELLULAR LOCATION: Cytoplasm. Preautophagosomal structure.
P38863	SPC97_YEAST	SPC97 YHR172W	SUBCELLULAR LOCATION: Nucleus. Cytoplasm, cytoskeleton, microtubule organizing center, spindle pole body.
P38869	SVP26_YEAST	SVP26 YHR181W	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:20236934}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:20236934}. Note=Early Golgi.
P38873	KOG1_YEAST	KOG1 LAS24 YHR186C H9998.14	SUBCELLULAR LOCATION: Cell membrane; Peripheral membrane protein; Cytoplasmic side. Vacuole membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16394584, ECO:0000269|PubMed:28483912}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305|PubMed:28483912}. Note=Also localizes to membranous structures within the cell interior, probably endosomal or Golgi membranes. {ECO:0000269|PubMed:16394584}.
P38874	ELP5_YEAST	IKI1 ELP5 HAP2 TOT5 YHR187W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15780940}. Nucleus {ECO:0000269|PubMed:10024884}.
P38875	GPI16_YEAST	GPI16 YHR188C	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11598210}; Single-pass type I membrane protein {ECO:0000269|PubMed:11598210}.
P38878	LNP_YEAST	LNP1 YHR192W	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:22729086}; Multi-pass membrane protein {ECO:0000269|PubMed:22729086}. Note=Localizes to three-way ER tubule junctions. This localization is SEY1-dependent.
P38879	NACA_YEAST	EGD2 YHR193C	SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Note=Predominantly cytoplasmic, may also transiently localize to the nucleus. Nuclear import may occur via redundant pathways including one requiring the karyopherins PSE1 and KAP123, which also participate in nuclear import of ribosomal subunits.
P38881	NVJ1_YEAST	NVJ1 VAB36 YHR195W	SUBCELLULAR LOCATION: Nucleus outer membrane {ECO:0000269|PubMed:10888680, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15367582, ECO:0000269|PubMed:16912077}; Single-pass membrane protein {ECO:0000269|PubMed:10888680, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15367582, ECO:0000269|PubMed:16912077}.
P38882	UTP9_YEAST	UTP9 YHR196W	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12068309, ECO:0000269|PubMed:15489292}. Note=Associated with ribosomal chromatin, even in the absence of transcription.
P38883	RIX1_YEAST	RIX1 IPI2 YHR197W	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15528184}.
P38886	RPN10_YEAST	RPN10 MCB1 SUN1 YHR200W	
P38888	MNL1_YEAST	MNL1 HTM1 YHR204W	SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000269|PubMed:11254655, ECO:0000269|PubMed:14562095}.
P38889	SKN7_YEAST	SKN7 BRY1 POS9 YHR206W	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10888672, ECO:0000269|PubMed:14665464}.
P38891	BCA1_YEAST	BAT1 ECA39 TWT1 YHR208W	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:21267457}.
P38894	FLO5_YEAST	FLO5 YHR211W	SUBCELLULAR LOCATION: Secreted, cell wall {ECO:0000269|PubMed:9483793}. Membrane {ECO:0000305}; Lipid-anchor, GPI-anchor {ECO:0000305}. Note=Covalently-linked GPI-modified cell wall protein (GPI-CWP). {ECO:0000250}.
P38902	RPB11_YEAST	RPB11 YOL005C	SUBCELLULAR LOCATION: Nucleus.
P38903	2A5D_YEAST	RTS1 SCS1 YOR014W OR26.04	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:7565713}. Nucleus {ECO:0000269|PubMed:7565713}.
P38907	CENPN_YEAST	CHL4 CTF17 MCM17 YDR254W YD9320A.04	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12589047}. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:12589047}. Note=Associated with kinetochores.
P38910	CH10_YEAST	HSP10 CPN10 YOR020C OR26.10	SUBCELLULAR LOCATION: Mitochondrion matrix.
P38911	FKBP3_YEAST	FPR3 NPI46 YML074C	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:8051210}.
P38912	IF1A_YEAST	TIF11 YMR260C YM8156.02C	
P38915	SPT8_YEAST	SPT8 YLR055C L2144	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P38920	MLH1_YEAST	MLH1 PMS2 YMR167W YM8520.16	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14562095}.
P38922	HRB1_YEAST	HRB1 TOM34 YNL004W N2009	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14676199, ECO:0000269|PubMed:24452287, ECO:0000269|PubMed:9499403}. Nucleus {ECO:0000269|PubMed:14676199, ECO:0000269|PubMed:24452287, ECO:0000269|PubMed:9499403}. Nucleus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:23222640}. Cytoplasm, P-body {ECO:0000269|PubMed:23222640}. Cytoplasm, Stress granule {ECO:0000269|PubMed:23222640}. Note=Shuttles between nucleus and cytoplasm (PubMed:9499403). Nuclear at steady state and its import is mediated by the karyopherin MTR10. Export is dependent on active transcription and the export of mRNAs in general. Depends on MFT1 and HPR1 for nuclear export (PubMed:14676199). {ECO:0000269|PubMed:14676199, ECO:0000269|PubMed:9499403}.
P38925	SMF1_YEAST	SMF1 ESP1 YOL122C	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11027260}; Multi-pass membrane protein {ECO:0000269|PubMed:11027260}. Note=Targeted to the vacuolar lumen in presence of excess manganese, where it is degraded.
P38928	AXL2_YEAST	AXL2 BUD10 SRO4 YIL140W	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10366591, ECO:0000269|PubMed:11065362, ECO:0000269|PubMed:11134078, ECO:0000269|PubMed:12221111, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15282802, ECO:0000269|PubMed:17460121, ECO:0000269|PubMed:8805277, ECO:0000269|PubMed:8846915, ECO:0000269|PubMed:9732282}; Single-pass type I membrane protein {ECO:0000269|PubMed:10366591, ECO:0000269|PubMed:11065362, ECO:0000269|PubMed:11134078, ECO:0000269|PubMed:12221111, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15282802, ECO:0000269|PubMed:17460121, ECO:0000269|PubMed:8805277, ECO:0000269|PubMed:8846915, ECO:0000269|PubMed:9732282}. Note=In small buds, localizes to incipient bud sites, emerging buds and to the bud periphery. In large buds, localizes as a ring at the bud neck. Requires ERV14 to be efficiently delivered to the cell surface. Recruitment to the bud neck after S/G2 phase of the cell cycle depends on BUD3 and BUD4.
P38929	ATC2_YEAST	PMC1 YGL006W	SUBCELLULAR LOCATION: Vacuole membrane; Multi-pass membrane protein.
P38930	CSK2C_YEAST	CKB2 YOR039W OR26.32	
P38931	SSN2_YEAST	SSN2 MED13 NUT8 RYE3 SCA1 SRB9 UME2 YDR443C	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P38932	VPS45_YEAST	VPS45 STT10 VPL28 YGL095C	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:12756236}. Vacuole membrane {ECO:0000269|PubMed:12756236}; Peripheral membrane protein {ECO:0000269|PubMed:12756236}; Cytoplasmic side {ECO:0000269|PubMed:12756236}. Note=Cycles between the cytoplasmic side of the vacuolar membrane and the cytoplasm.
P38934	BFR1_YEAST	BFR1 YOR198C	
P38953	RAD55_YEAST	RAD55 YDR076W D4426	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P38954	IPT1_YEAST	IPT1 SYR4 YDR072C D4405 YD8554.05C	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:14583628}; Multi-pass membrane protein {ECO:0000255}.
P38956	SNF11_YEAST	SNF11 YDR073W D4411	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P38959	VPS41_YEAST	VPS41 FET2 VAM2 YDR080W D446 YD8554.13	SUBCELLULAR LOCATION: Vacuole {ECO:0000305}.
P38960	STN1_YEAST	STN1 YDR082W D4456 YD8554.15	SUBCELLULAR LOCATION: Chromosome, telomere {ECO:0000305}.
P38961	RRP8_YEAST	RRP8 YDR083W D4461	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:10864042, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:23180764}. Chromosome, telomere {ECO:0000305}.
P38967	TAT2_YEAST	TAT2 LTG3 SAB2 SCM2 TAP2 YOL020W	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
P38968	SEC31_YEAST	SEC31 WEB1 YDL195W D1229	SUBCELLULAR LOCATION: Cytoplasmic vesicle, COPII-coated vesicle membrane; Peripheral membrane protein; Cytoplasmic side. Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasmic side.
P38970	HAL5_YEAST	HAL5 YJL165C J0531	
P38987	TEM1_YEAST	TEM1 YML064C	
P38989	SMC2_YEAST	SMC2 YFR031C	SUBCELLULAR LOCATION: Nucleus. Cytoplasm. Chromosome. Note=In interphase cells, the majority of the condensin complex is found in the cytoplasm, while a minority of the complex is associated with chromatin. A subpopulation of the complex however remains associated with chromosome foci in interphase cells. During mitosis, most of the condensin complex is associated with the chromatin. At the onset of prophase, condensin associates with chromosome arms and to chromosome condensation. Dissociation from chromosomes is observed in late telophase.
P38990	SAK1_YEAST	SAK1 PAK1 YER129W SYGP-ORF45	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14562095}.
P38991	IPL1_YEAST	IPL1 YPL209C	SUBCELLULAR LOCATION: Nucleus. Cytoplasm, cytoskeleton, spindle. Chromosome, centromere, kinetochore. Note=Associates with the mitotic spindle and on elongated and disassembling spindles. Also associated with the kinetochore.
P38992	SUR2_YEAST	SUR2 SYR2 YDR297W D9740.8	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:8868422}; Multi-pass membrane protein {ECO:0000305}.
P38993	FET3_YEAST	FET3 YMR058W YM9796.11	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16522632, ECO:0000269|PubMed:7836366, ECO:0000269|PubMed:9162052}; Single-pass type I membrane protein; Extracellular side {ECO:0000269|PubMed:16522632, ECO:0000269|PubMed:7836366}.
P38994	MSS4_YEAST	MSS4 YDR208W YD8142A.05	
P38995	ATU2_YEAST	CCC2 YDR270W D9954.6	SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane; Multi-pass membrane protein.
P38996	NAB3_YEAST	NAB3 HMD1 YPL190C	SUBCELLULAR LOCATION: Nucleus, nucleoplasm {ECO:0000269|PubMed:7962083}.
P38998	LYS1_YEAST	LYS1 YIR034C	SUBCELLULAR LOCATION: Peroxisome {ECO:0000269|PubMed:26928762, ECO:0000269|PubMed:28928432}.
P39001	UME6_YEAST	UME6 CAR80 CARGR1 NIM2 RIM16 YDR207C YD8142.04C	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00227, ECO:0000269|PubMed:14562095}.
P39002	LCF3_YEAST	FAA3 YIL009W	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:14562095}.
P39003	HXT6_YEAST	HXT6 YDR343C D9651.12	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
P39004	HXT7_YEAST	HXT7 YDR342C D9651.11	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
P39006	PSD1_YEAST	PSD1 YNL169C N1692	SUBCELLULAR LOCATION: [Phosphatidylserine decarboxylase 1 beta chain]: Mitochondrion inner membrane {ECO:0000255|HAMAP-Rule:MF_03208, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:22984266, ECO:0000269|PubMed:23124206, ECO:0000269|PubMed:3005242}; Single-pass membrane protein {ECO:0000255|HAMAP-Rule:MF_03208, ECO:0000305|PubMed:22984266}; Intermembrane side {ECO:0000255|HAMAP-Rule:MF_03208, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:22984266, ECO:0000269|PubMed:23124206}.; SUBCELLULAR LOCATION: [Phosphatidylserine decarboxylase 1 alpha chain]: Mitochondrion inner membrane {ECO:0000255|HAMAP-Rule:MF_03208, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:22984266, ECO:0000269|PubMed:23124206, ECO:0000269|PubMed:3005242}; Peripheral membrane protein {ECO:0000255|HAMAP-Rule:MF_03208, ECO:0000269|PubMed:22984266}; Intermembrane side {ECO:0000255|HAMAP-Rule:MF_03208, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:22984266, ECO:0000269|PubMed:23124206}. Note=Anchored to the mitochondrial inner membrane through its interaction with the integral membrane beta chain. {ECO:0000255|HAMAP-Rule:MF_03208, ECO:0000269|PubMed:22984266}.
P39007	STT3_YEAST	STT3 YGL022W	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:29301962}.
P39008	POP2_YEAST	POP2 CAF1 YNR052C N3470	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11239395}. Nucleus {ECO:0000269|PubMed:11239395}.
P39009	DUN1_YEAST	DUN1 YDL101C D2370	SUBCELLULAR LOCATION: Nucleus.
P39010	AKR1_YEAST	AKR1 YDR264C D9954.9 YD9230B.03C	SUBCELLULAR LOCATION: Early endosome membrane; Multi-pass membrane protein. Golgi apparatus membrane; Multi-pass membrane protein.
P39012	GAA1_YEAST	GAA1 END2 YLR088W L9449.4	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.
P39013	END3_YEAST	END3 YNL084C N2307	SUBCELLULAR LOCATION: Cell membrane; Peripheral membrane protein; Cytoplasmic side. Endosome membrane; Peripheral membrane protein; Cytoplasmic side. Cytoplasm, cytoskeleton, actin patch. Note=Cytoplasmic and cortical actin patches.
P39014	MET30_YEAST	MET30 YIL046W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:14660673}. Nucleus {ECO:0000269|PubMed:10637232, ECO:0000269|PubMed:14660673}.
P39015	STM1_YEAST	STM1 MPT4 STO1 YLR150W L9634.1	SUBCELLULAR LOCATION: Cytoplasm. Nucleus. Cytoplasm, perinuclear region. Note=Concentrated in the perinuclear region.
P39016	MPT5_YEAST	MPT5 HTR1 PUF5 YGL178W BIC834	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:15024427}.
P39073	SSN3_YEAST	SSN3 ARE1 CDK8 GIG2 SRB10 UME5 YPL042C	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P39081	PCF11_YEAST	PCF11 YDR228C YD9934.13C	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P39083	RGA1_YEAST	RGA1 DBM1 THE1 YOR127W O3290 YOR3290W	
P39104	PIK1_YEAST	PIK1 YNL267W N0795	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:8194527}.
P39105	PLB1_YEAST	PLB1 YMR008C YM8270.10C	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:10383953, ECO:0000305|PubMed:10497163}; Lipid-anchor, GPI-anchor {ECO:0000305|PubMed:10383953, ECO:0000305|PubMed:10497163}.
P39107	MNN9_YEAST	MNN9 YPL050C P7102.01	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11095735}; Single-pass type II membrane protein {ECO:0000305|PubMed:9434768}. Golgi apparatus membrane {ECO:0000269|PubMed:9434768}; Single-pass type II membrane protein {ECO:0000305|PubMed:9434768}. Note=Cis-Golgi (PubMed:9430634). Recycles between endoplasmic reticulum and Golgi (PubMed:11095735). {ECO:0000269|PubMed:11095735, ECO:0000269|PubMed:9430634}.
P39108	PEX7_YEAST	PEX7 PAS7 PEB1 YDR142C YD2943.01C YD9302.18C	SUBCELLULAR LOCATION: Cytoplasm. Peroxisome.
P39109	YCFI_YEAST	YCF1 YDR135C YD9302.11C	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:8626454}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441, ECO:0000269|PubMed:8626454}.
P39111	VATF_YEAST	VMA7 YGR020C	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000305|PubMed:7929071}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}.
P39112	DSS1_YEAST	DSS1 MSU1 YMR287C YM8021.13C	SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:14576278}.
P39515	TIM17_YEAST	TIM17 MIM17 MPI2 SMS1 YJL143W J0648	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:27265872}; Multi-pass membrane protein.
P39516	RS14B_YEAST	RPS14B CRY2 YJL191W J0354	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22096102}. Nucleus, nucleolus {ECO:0000269|PubMed:15590835}.
P39517	DHH1_YEAST	DHH1 YDL160C	SUBCELLULAR LOCATION: Cytoplasm, P-body {ECO:0000269|PubMed:12032091, ECO:0000269|PubMed:12730603, ECO:0000269|PubMed:12930949, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15706350}.
P39518	LCF2_YEAST	FAA2 FAM1 YER015W	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:7988550}. Peroxisome membrane {ECO:0000269|PubMed:8670886}; Peripheral membrane protein {ECO:0000269|PubMed:8670886}; Matrix side {ECO:0000269|PubMed:8670886}. Note=Imported via the peroxisome targeting signal type 1 (PTS1)-dependent protein import pathway. {ECO:0000269|PubMed:8670886}.
P39520	IFH1_YEAST	IFH1 RRP3 YLR223C L8083.9	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P39521	FHL1_YEAST	FHL1 YPR104C P8283.15	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P39522	ILV3_YEAST	ILV3 YJR016C J1450	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:20008079, ECO:0000269|PubMed:22954227}.
P39524	ATC3_YEAST	DRS2 YAL026C FUN38	SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000269|PubMed:12372257, ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:12372257, ECO:0000269|PubMed:14562095}.
P39531	RCY1_YEAST	RCY1 YJL204C J0318 J0320	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:11287615}. Bud neck {ECO:0000269|PubMed:11287615}. Cell tip {ECO:0000269|PubMed:11287615}. Note=In unpolarized G1 cells this protein is found in patches in the cytoplasm, while after bud emergence it is concentrated in nascent buds and at the mother-bud neck. Accumulates at the shmoo tips of cells treated with pheromone. Localization depends on an intact actin cytoskeleton and a functional secretory pathway.
